symbol	GeneID
PPP1R2P6	ENSG00000241661
RN7SL265P	ENSG00000241709
FABP5P3	ENSG00000241735
RN7SL83P	ENSG00000241756
	ENSG00000241881
MTCO1P55	ENSG00000241926
RN7SL76P	ENSG00000241959
RN7SL26P	ENSG00000242014
PRKAG2-AS2	ENSG00000242048
	ENSG00000242072
	ENSG00000242162
RN7SL306P	ENSG00000242241
	ENSG00000242246
	ENSG00000242261
PEG10	ENSG00000242265
RN7SL456P	ENSG00000242266
SLC16A1P1	ENSG00000242280
H2AC3P	ENSG00000242387
UPK3BP1	ENSG00000242435
LINC03015	ENSG00000242474
MRPL42P4	ENSG00000242552
RN7SL797P	ENSG00000242560
DCAF13P1	ENSG00000242562
HLA-DMB	ENSG00000242574
	ENSG00000242611
RN7SL292P	ENSG00000242650
RN7SL132P	ENSG00000242653
CCT4P1	ENSG00000242703
FAM86LP	ENSG00000242731
TRBV1	ENSG00000242736
TRBV5-2	ENSG00000242771
	ENSG00000242798
AP5Z1	ENSG00000242802
RN7SL496P	ENSG00000242855
RN7SL244P	ENSG00000242865
FLNC-AS1	ENSG00000242902
EPS15P1	ENSG00000242948
ERVW-1	ENSG00000242950
TDRD6-AS1	ENSG00000242973
RN7SL332P	ENSG00000242989
	ENSG00000243099
	ENSG00000243107
RN7SL643P	ENSG00000243124
LINC02932	ENSG00000243144
	ENSG00000243230
GSTA9P	ENSG00000243236
	ENSG00000243243
	ENSG00000243302
RN7SL285P	ENSG00000243313
STMP1	ENSG00000243317
KCTD7	ENSG00000243335
	ENSG00000243345
RN7SL173P	ENSG00000243373
RN7SL72P	ENSG00000243374
	ENSG00000243433
LARP1BP2	ENSG00000243438
RN7SL352P	ENSG00000243439
	ENSG00000243501
EVA1CP3	ENSG00000243531
CCZ1P1	ENSG00000243554
	ENSG00000243574
	ENSG00000243621
RN7SL542P	ENSG00000243633
CFB	ENSG00000243649
WBP1LP1	ENSG00000243661
	ENSG00000243679
OR5V1	ENSG00000243729
EEF1A1P10	ENSG00000243746
HLA-L	ENSG00000243753
OSTCP1	ENSG00000243775
	ENSG00000243797
	ENSG00000243828
	ENSG00000243831
ALDH7A1P3	ENSG00000243853
TRBV8-1	ENSG00000243889
GSTA1	ENSG00000243955
	ENSG00000243981
LINC01011	ENSG00000244041
	ENSG00000244055
GSTA2	ENSG00000244067
	ENSG00000244151
CALHM6-AS1	ENSG00000244158
	ENSG00000244167
RN7SL81P	ENSG00000244218
TMEM225B	ENSG00000244219
ICA1-AS1	ENSG00000244239
	ENSG00000244255
RN7SL465P	ENSG00000244297
RN7SL252P	ENSG00000244318
LY6G6D	ENSG00000244355
RN7SL869P	ENSG00000244392
ERVFRD-1	ENSG00000244476
	ENSG00000244480
	ENSG00000244510
	ENSG00000244550
ODCP	ENSG00000244556
POLR2DP2	ENSG00000244565
RN7SL334P	ENSG00000244618
	ENSG00000244657
TRBV12-1	ENSG00000244661
PTCHD4	ENSG00000244694
	ENSG00000244701
RN7SL47P	ENSG00000244710
C4A	ENSG00000244731
	ENSG00000245261
BRPF3-AS1	ENSG00000246982
	ENSG00000247925
TRIM39-RPP21	ENSG00000248167
TNXA	ENSG00000248290
MTND4LP2	ENSG00000248315
MTND4P2	ENSG00000248704
THUMPD3P1	ENSG00000248711
	ENSG00000248993
	ENSG00000249141
	ENSG00000249319
LINC01016	ENSG00000249346
	ENSG00000249379
SPATS1	ENSG00000249481
	ENSG00000249773
	ENSG00000249852
HS3ST5	ENSG00000249853
	ENSG00000250264
STK19B	ENSG00000250535
OR7E59P	ENSG00000250561
PRSS3P1	ENSG00000250591
	ENSG00000250614
	ENSG00000250618
LY6G6F-LY6G6D	ENSG00000250641
KHDRBS2-OT1	ENSG00000250686
	ENSG00000250756
GMDS-DT	ENSG00000250903
	ENSG00000250923
	ENSG00000250990
PTTG1IP2	ENSG00000251154
RFPL4B	ENSG00000251258
MAGI2-AS1	ENSG00000251276
KHDC1P1	ENSG00000251360
GTF2IP9	ENSG00000251451
OR12D1	ENSG00000251608
	ENSG00000251660
	ENSG00000251728
RNA5SP217	ENSG00000251768
RNU6-863P	ENSG00000251798
RN7SKP18	ENSG00000251814
	ENSG00000251830
RNU6-1114P	ENSG00000251831
	ENSG00000251852
	ENSG00000251864
RNU2-45P	ENSG00000251877
RNU6-475P	ENSG00000251882
RNU1-61P	ENSG00000251916
RNA5SP216	ENSG00000251920
RNA5SP249	ENSG00000251936
RNU6-1023P	ENSG00000251946
RNA5SP208	ENSG00000251965
RNA5SP236	ENSG00000251978
RNU4ATAC18P	ENSG00000251988
RNA5SP227	ENSG00000251993
	ENSG00000251999
RNU7-154P	ENSG00000252003
RNU6-581P	ENSG00000252023
RNA5SP228	ENSG00000252041
RNU6-150P	ENSG00000252046
	ENSG00000252047
RNY3P15	ENSG00000252106
RNA5SP220	ENSG00000252107
	ENSG00000252115
RNU6-1299P	ENSG00000252125
RNU6-313P	ENSG00000252126
RNU6-1338P	ENSG00000252137
RNU6-155P	ENSG00000252156
	ENSG00000252188
	ENSG00000252218
	ENSG00000252228
RNU7-3P	ENSG00000252244
	ENSG00000252249
RNU6-911P	ENSG00000252332
RNU6-229P	ENSG00000252423
RNU6-1247P	ENSG00000252431
RNU6-344P	ENSG00000252444
RNU7-65P	ENSG00000252457
RNU6-719P	ENSG00000252480
RNY4P20	ENSG00000252487
RNU6-1016P	ENSG00000252498
RNA5SP206	ENSG00000252512
RNU6-267P	ENSG00000252523
RNU6-861P	ENSG00000252554
RNU4-18P	ENSG00000252560
	ENSG00000252615
RNU6-786P	ENSG00000252658
RN7SKP209	ENSG00000252697
RN7SKP277	ENSG00000252704
RN7SKP116	ENSG00000252711
RNU6-850P	ENSG00000252743
	ENSG00000252761
RNU6-250P	ENSG00000252767
	ENSG00000252820
	ENSG00000252824
RNA5SP230	ENSG00000252848
RNA5SP243	ENSG00000252866
RNU7-188P	ENSG00000252872
	ENSG00000252891
RNU6-218P	ENSG00000252929
RNU6-897P	ENSG00000252944
RNU7-35P	ENSG00000252983
RNU1-54P	ENSG00000252990
RN7SKP256	ENSG00000253010
RNU6-464P	ENSG00000253026
	ENSG00000253028
	ENSG00000253088
	ENSG00000253090
	ENSG00000253183
TRBV6-7	ENSG00000253188
	ENSG00000253194
TRBV7-7	ENSG00000253291
TRBV7-4	ENSG00000253409
TRBV6-8	ENSG00000253534
	ENSG00000253809
ERHP1	ENSG00000254270
PBOV1	ENSG00000254440
	ENSG00000254821
ATP6V1G2-DDX39B	ENSG00000254870
MSH5-SAPCD1	ENSG00000255152
	ENSG00000255330
	ENSG00000255389
LY6G6E	ENSG00000255552
RAB44	ENSG00000255587
TRIL	ENSG00000255690
	ENSG00000255726
	ENSG00000255899
SMLR1	ENSG00000256162
LINC02571	ENSG00000256166
	ENSG00000256646
	ENSG00000256851
KHDC1L	ENSG00000256980
	ENSG00000257065
DENND11	ENSG00000257093
TAS2R38	ENSG00000257138
MGAM	ENSG00000257335
	ENSG00000257607
CUX1	ENSG00000257923
PRSS58	ENSG00000258223
CLEC5A	ENSG00000258227
PPT2-EGFL8	ENSG00000258388
	ENSG00000259628
CDK13-DT	ENSG00000259826
	ENSG00000259828
	ENSG00000259920
	ENSG00000260000
	ENSG00000260070
	ENSG00000260188
	ENSG00000260212
KDM7A-DT	ENSG00000260231
	ENSG00000260271
	ENSG00000260273
	ENSG00000260418
	ENSG00000260422
	ENSG00000260426
	ENSG00000260445
CYP3A52P	ENSG00000260524
	ENSG00000260574
	ENSG00000260604
	ENSG00000260645
MIR3147HG	ENSG00000260653
	ENSG00000260771
	ENSG00000260951
	ENSG00000260997
	ENSG00000261003
	ENSG00000261019
	ENSG00000261038
LINC02544	ENSG00000261039
	ENSG00000261071
RUNX2-AS1	ENSG00000261080
	ENSG00000261116
DSP-AS1	ENSG00000261189
	ENSG00000261211
MUC22	ENSG00000261272
	ENSG00000261305
MANEA-DT	ENSG00000261366
MPC1-DT	ENSG00000261420
LINC01003	ENSG00000261455
	ENSG00000261462
	ENSG00000261467
CYP3A137P	ENSG00000261511
	ENSG00000261535
HLA-P	ENSG00000261548
AGK-DT	ENSG00000261570
NDUFB10P2	ENSG00000261624
	ENSG00000261629
	ENSG00000261745
	ENSG00000261778
	ENSG00000261795
	ENSG00000261797
CYP3A54P	ENSG00000261809
	ENSG00000261839
	ENSG00000261970
	ENSG00000262048
MTATP6P25	ENSG00000262095
MYMX	ENSG00000262179
	ENSG00000262400
SMIM28	ENSG00000262543
	ENSG00000262566
	ENSG00000262651
	ENSG00000262803
	ENSG00000263020
RN7SL471P	ENSG00000263426
RN7SL509P	ENSG00000263479
MIR3668	ENSG00000263514
MIR4463	ENSG00000263533
MIR7853	ENSG00000263572
RN7SL353P	ENSG00000263608
MIR3135B	ENSG00000263649
	ENSG00000263667
RN7SL750P	ENSG00000263672
	ENSG00000263683
MIR5689	ENSG00000263705
MIR4639	ENSG00000263712
MIR4643	ENSG00000263734
	ENSG00000263756
MIR3925	ENSG00000263894
MIR4462	ENSG00000263926
RN7SL336P	ENSG00000264017
MIR5685	ENSG00000264056
MIR3943	ENSG00000264069
MIR4465	ENSG00000264390
MIR4653	ENSG00000264425
MIR4283-1	ENSG00000264426
MIR4656	ENSG00000264474
	ENSG00000264520
MIR4285	ENSG00000264675
MIR1273C	ENSG00000264814
MIR3691	ENSG00000265083
RN7SL200P	ENSG00000265123
MIR548AI	ENSG00000265226
SNORD84	ENSG00000265236
MIR4652	ENSG00000265423
RN7SL811P	ENSG00000265439
DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479
MIR5690	ENSG00000265527
MIR3918	ENSG00000265558
MIR3143	ENSG00000265565
MIR5707	ENSG00000265598
MIR548AJ1	ENSG00000265669
MIR4284	ENSG00000265724
MIR3144	ENSG00000265725
MIR3907	ENSG00000265810
MIR3939	ENSG00000265828
MIR3914-1	ENSG00000265878
MIR3609	ENSG00000266019
RN7SL366P	ENSG00000266128
MIR3147	ENSG00000266168
MIR4282	ENSG00000266180
MIR4644	ENSG00000266245
KLF14	ENSG00000266265
MIR3683	ENSG00000266287
MIR5692A1	ENSG00000266318
MIR4641	ENSG00000266494
MIR3934	ENSG00000266509
MIR3145	ENSG00000266555
	ENSG00000266579
MIR3692	ENSG00000266617
MIR4642	ENSG00000266619
MIR5692C2	ENSG00000266668
	ENSG00000266680
MIR4645	ENSG00000266750
MIR4464	ENSG00000266760
MIR4646	ENSG00000266776
MIR548H5	ENSG00000266807
RN7SL408P	ENSG00000266875
	ENSG00000266896
	ENSG00000267052
	ENSG00000267055
UPK3BL1	ENSG00000267368
	ENSG00000267645
	ENSG00000268181
AIRN	ENSG00000268257
	ENSG00000268592
	ENSG00000268745
	ENSG00000269155
ZSCAN16-AS1	ENSG00000269293
	ENSG00000269387
	ENSG00000269919
FMC1-LUC7L2	ENSG00000269955
MEI4	ENSG00000269964
	ENSG00000269966
FARS2-AS1	ENSG00000269985
	ENSG00000270157
	ENSG00000270249
	ENSG00000270306
	ENSG00000270314
SMIM15P2	ENSG00000270326
HMGN3-AS1	ENSG00000270362
	ENSG00000270382
	ENSG00000270405
CAHM	ENSG00000270419
	ENSG00000270425
	ENSG00000270453
	ENSG00000270484
	ENSG00000270487
	ENSG00000270509
	ENSG00000270512
	ENSG00000270516
	ENSG00000270521
	ENSG00000270577
	ENSG00000270593
HCG17	ENSG00000270604
	ENSG00000270611
	ENSG00000270634
	ENSG00000270638
	ENSG00000270655
	ENSG00000270661
	ENSG00000270666
	ENSG00000270695
CAPZA1P5	ENSG00000270729
	ENSG00000270749
CD2AP-DT	ENSG00000270761
DDX43P2	ENSG00000270763
	ENSG00000270797
RPS10-NUDT3	ENSG00000270800
	ENSG00000270812
	ENSG00000270822
	ENSG00000270823
	ENSG00000270828
	ENSG00000270890
	ENSG00000270896
NUDT19P4	ENSG00000270900
TAS2R6P	ENSG00000270923
	ENSG00000270934
	ENSG00000270935
	ENSG00000270953
	ENSG00000270957
	ENSG00000270983
	ENSG00000270987
	ENSG00000270990
	ENSG00000270992
	ENSG00000270997
TMEM242-DT	ENSG00000271040
	ENSG00000271042
	ENSG00000271064
PER3P1	ENSG00000271077
SUMO2P14	ENSG00000271096
	ENSG00000271099
KATNBL1P5	ENSG00000271108
	ENSG00000271111
	ENSG00000271114
	ENSG00000271117
HERPUD2-AS1	ENSG00000271122
HINT1P2	ENSG00000271159
	ENSG00000271162
	ENSG00000271185
RNF138P2	ENSG00000271194
	ENSG00000271208
	ENSG00000271218
SREK1IP1P2	ENSG00000271227
KRT18P9	ENSG00000271231
	ENSG00000271234
	ENSG00000271245
	ENSG00000271253
	ENSG00000271265
DPRXP2	ENSG00000271304
RAC1P9	ENSG00000271306
CTAGE6	ENSG00000271321
B3GNTL1P2	ENSG00000271328
	ENSG00000271330
	ENSG00000271338
	ENSG00000271344
HTATSF1P2	ENSG00000271361
	ENSG00000271362
	ENSG00000271367
	ENSG00000271368
NANOGP3	ENSG00000271373
MZT1P2	ENSG00000271404
	ENSG00000271414
	ENSG00000271440
RBM11P1	ENSG00000271488
	ENSG00000271498
	ENSG00000271526
WBP1LP12	ENSG00000271530
	ENSG00000271537
	ENSG00000271551
	ENSG00000271553
	ENSG00000271568
	ENSG00000271581
	ENSG00000271607
	ENSG00000271608
	ENSG00000271611
	ENSG00000271664
	ENSG00000271696
	ENSG00000271730
RNU1-29P	ENSG00000271739
	ENSG00000271754
	ENSG00000271755
	ENSG00000271761
RN7SKP299	ENSG00000271765
	ENSG00000271789
	ENSG00000271793
	ENSG00000271820
	ENSG00000271821
	ENSG00000271857
	ENSG00000271860
MIR4466	ENSG00000271899
	ENSG00000271911
TAGAP-AS1	ENSG00000271913
PNRC1-DT	ENSG00000271931
RNU6-85P	ENSG00000271932
	ENSG00000271945
	ENSG00000271967
	ENSG00000271978
RN7SL827P	ENSG00000271986
	ENSG00000272008
	ENSG00000272009
GTF2H5	ENSG00000272047
	ENSG00000272072
TMEM14B-DT	ENSG00000272097
	ENSG00000272114
	ENSG00000272129
	ENSG00000272137
	ENSG00000272162
CASC15	ENSG00000272168
KLC4-AS1	ENSG00000272170
MAP7-AS1	ENSG00000272189
	ENSG00000272209
	ENSG00000272217
	ENSG00000272219
	ENSG00000272221
	ENSG00000272223
MIR3666	ENSG00000272230
	ENSG00000272236
	ENSG00000272243
	ENSG00000272248
NUP153-AS1	ENSG00000272269
IER3-AS1	ENSG00000272273
	ENSG00000272277
	ENSG00000272279
ILRUN-AS1	ENSG00000272288
	ENSG00000272316
	ENSG00000272320
NUDT3	ENSG00000272325
	ENSG00000272328
	ENSG00000272341
	ENSG00000272345
	ENSG00000272356
	ENSG00000272361
	ENSG00000272374
	ENSG00000272379
RNU6-92P	ENSG00000272393
	ENSG00000272397
CD24	ENSG00000272398
	ENSG00000272402
	ENSG00000272428
	ENSG00000272442
RNU6-84P	ENSG00000272445
	ENSG00000272446
LINC02980	ENSG00000272462
	ENSG00000272463
	ENSG00000272468
	ENSG00000272472
	ENSG00000272476
	ENSG00000272485
	ENSG00000272501
CFAP206	ENSG00000272514
	ENSG00000272537
	ENSG00000272540
	ENSG00000272541
LINC02538	ENSG00000272549
	ENSG00000272558
CPVL-AS2	ENSG00000272568
EFCAB3P1	ENSG00000272601
	ENSG00000272604
	ENSG00000272638
	ENSG00000272647
	ENSG00000272661
WASL-DT	ENSG00000272686
MESTIT1	ENSG00000272701
	ENSG00000272714
	ENSG00000272719
	ENSG00000272732
	ENSG00000272745
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752
	ENSG00000272768
	ENSG00000272810
	ENSG00000272839
MAP3K4-AS1	ENSG00000272841
	ENSG00000272848
MIOS-DT	ENSG00000272894
ATP6V1FNB	ENSG00000272899
	ENSG00000272915
	ENSG00000272950
RBAK-RBAKDN	ENSG00000272968
	ENSG00000272980
	ENSG00000272984
	ENSG00000273014
	ENSG00000273055
	ENSG00000273100
INSIG1-DT	ENSG00000273117
	ENSG00000273132
	ENSG00000273138
	ENSG00000273151
	ENSG00000273184
	ENSG00000273219
	ENSG00000273230
OR7E39P	ENSG00000273252
	ENSG00000273270
	ENSG00000273299
RBAKDN	ENSG00000273313
	ENSG00000273333
MICE	ENSG00000273340
OR2Q1P	ENSG00000273377
	ENSG00000273391
	ENSG00000273407
	ENSG00000273419
	ENSG00000273444
	ENSG00000273489
H4C12	ENSG00000273542
	ENSG00000273571
	ENSG00000273596
	ENSG00000273623
WBP1LP8	ENSG00000273640
	ENSG00000273644
H2BC14	ENSG00000273703
	ENSG00000273712
	ENSG00000273719
	ENSG00000273744
H2BC8	ENSG00000273802
	ENSG00000273870
H3C8	ENSG00000273983
	ENSG00000273997
	ENSG00000274023
	ENSG00000274118
	ENSG00000274127
	ENSG00000274133
	ENSG00000274135
	ENSG00000274256
SYNGAP1-AS1	ENSG00000274259
H2BC6	ENSG00000274290
	ENSG00000274299
RPSAP73	ENSG00000274319
	ENSG00000274328
	ENSG00000274344
	ENSG00000274409
	ENSG00000274451
MRPS17P5	ENSG00000274493
MIR6832	ENSG00000274494
	ENSG00000274500
	ENSG00000274541
	ENSG00000274594
	ENSG00000274603
	ENSG00000274606
H4C6	ENSG00000274618
H2BC17	ENSG00000274641
	ENSG00000274709
H3C6	ENSG00000274750
TRBV12-3	ENSG00000274752
	ENSG00000274844
	ENSG00000274855
	ENSG00000274867
	ENSG00000274903
H2AC12	ENSG00000274997
	ENSG00000275046
	ENSG00000275054
SEPTIN7P15	ENSG00000275061
SNORD50B	ENSG00000275072
	ENSG00000275106
H4C13	ENSG00000275126
	ENSG00000275138
TRBV12-5	ENSG00000275158
H2AC15	ENSG00000275221
	ENSG00000275295
	ENSG00000275339
LINC03043	ENSG00000275356
	ENSG00000275359
H3C11	ENSG00000275379
	ENSG00000275400
	ENSG00000275419
	ENSG00000275550
H4C7	ENSG00000275663
H2BC9	ENSG00000275713
H3C1	ENSG00000275714
	ENSG00000275716
	ENSG00000275773
TRBV10-3	ENSG00000275791
	ENSG00000275833
	ENSG00000275834
	ENSG00000275856
MIR6720	ENSG00000275859
NAPGP2	ENSG00000275906
YAP1P3	ENSG00000275953
	ENSG00000276019
	ENSG00000276064
	ENSG00000276100
	ENSG00000276127
	ENSG00000276156
H4C9	ENSG00000276180
	ENSG00000276185
	ENSG00000276213
RBBP4P3	ENSG00000276290
	ENSG00000276302
H2AC14	ENSG00000276368
MIR6835	ENSG00000276404
TRBV13	ENSG00000276405
H2BC3	ENSG00000276410
	ENSG00000276413
	ENSG00000276538
MRPL30P1	ENSG00000276576
TRBV11-3	ENSG00000276597
	ENSG00000276620
	ENSG00000276643
	ENSG00000276680
	ENSG00000276687
RPS29P32	ENSG00000276703
MIR7111	ENSG00000276712
	ENSG00000276746
MIR6780B	ENSG00000276770
MIR7159	ENSG00000276824
H2AC16	ENSG00000276903
TRBV12-4	ENSG00000276953
	ENSG00000276960
H4C5	ENSG00000276966
	ENSG00000276988
EEF1A1P42	ENSG00000277043
H2AC8	ENSG00000277075
PRSS3P3	ENSG00000277083
	ENSG00000277124
H4C4	ENSG00000277157
GAPDHP41	ENSG00000277172
SNORA9	ENSG00000277184
H2BC7	ENSG00000277224
MIR6833	ENSG00000277264
	ENSG00000277269
MIR6891	ENSG00000277402
	ENSG00000277408
H2BP5	ENSG00000277410
	ENSG00000277411
MARCKS	ENSG00000277443
	ENSG00000277473
	ENSG00000277544
	ENSG00000277583
H3C5P	ENSG00000277720
RBM22P4	ENSG00000277769
H3C7	ENSG00000277775
	ENSG00000277797
	ENSG00000277881
RN7SL478P	ENSG00000277946
	ENSG00000277973
TRBV7-9	ENSG00000278030
	ENSG00000278055
	ENSG00000278102
	ENSG00000278104
	ENSG00000278128
	ENSG00000278206
PRICKLE4	ENSG00000278224
	ENSG00000278236
	ENSG00000278332
	ENSG00000278388
	ENSG00000278424
	ENSG00000278446
H2AC4	ENSG00000278463
	ENSG00000278482
	ENSG00000278526
	ENSG00000278569
MIR7161	ENSG00000278571
	ENSG00000278586
H2BC10	ENSG00000278588
H4C1	ENSG00000278637
H2AC17	ENSG00000278677
	ENSG00000278683
IQCA1L	ENSG00000278685
H4C2	ENSG00000278705
	ENSG00000278736
	ENSG00000278744
	ENSG00000278745
	ENSG00000278773
	ENSG00000278819
H3C10	ENSG00000278828
	ENSG00000278894
	ENSG00000278899
	ENSG00000278959
	ENSG00000278998
	ENSG00000279022
	ENSG00000279043
	ENSG00000279076
SND1-IT1	ENSG00000279078
	ENSG00000279086
	ENSG00000279104
	ENSG00000279114
	ENSG00000279127
	ENSG00000279168
TSTD3	ENSG00000279170
	ENSG00000279265
	ENSG00000279284
	ENSG00000279288
	ENSG00000279289
	ENSG00000279326
	ENSG00000279368
	ENSG00000279398
	ENSG00000279403
	ENSG00000279419
	ENSG00000279429
	ENSG00000279453
	ENSG00000279482
	ENSG00000279498
	ENSG00000279565
	ENSG00000279616
	ENSG00000279655
	ENSG00000279659
	ENSG00000279724
	ENSG00000279785
	ENSG00000279790
	ENSG00000279810
	ENSG00000279926
	ENSG00000279942
	ENSG00000279960
CCDC28A-AS1	ENSG00000279968
	ENSG00000280004
	ENSG00000280057
	ENSG00000280107
	ENSG00000280128
	ENSG00000280135
	ENSG00000280144
	ENSG00000280148
	ENSG00000280149
	ENSG00000280155
	ENSG00000280184
	ENSG00000280225
	ENSG00000280232
OR12D2	ENSG00000280236
	ENSG00000280266
	ENSG00000280277
	ENSG00000280340
	ENSG00000280347
	ENSG00000280371
	ENSG00000280404
	ENSG00000280423
	ENSG00000280440
	ENSG00000280443
	ENSG00000280451
	ENSG00000280511
	ENSG00000280665
	ENSG00000280707
	ENSG00000280850
ELDR	ENSG00000280890
FOXCUT	ENSG00000280916
	ENSG00000280920
	ENSG00000280958
	ENSG00000280991
	ENSG00000281008
	ENSG00000281021
	ENSG00000281039
	ENSG00000281120
LINC02536	ENSG00000281248
LINC00997	ENSG00000281332
LINC01176	ENSG00000281404
PANDAR	ENSG00000281450
CICP14	ENSG00000281490
	ENSG00000281593
	ENSG00000281613
PACRG-AS1	ENSG00000281692
	ENSG00000281706
C2-AS1	ENSG00000281756
	ENSG00000281831
LINC00602	ENSG00000281832
GIMAP1-GIMAP5	ENSG00000281887
	ENSG00000281896
TRBJ1-4	ENSG00000281958
	ENSG00000281969
	ENSG00000282024
TRBJ1-3	ENSG00000282133
TRBJ1-5	ENSG00000282173
	ENSG00000282218
CYP3A51P	ENSG00000282277
TRBJ1-1	ENSG00000282320
	ENSG00000282408
TRBJ1-2	ENSG00000282420
TRBD1	ENSG00000282431
TRBJ1-6	ENSG00000282780
	ENSG00000282804
	ENSG00000282859
TRBV7-2	ENSG00000282939
	ENSG00000282988
	ENSG00000283010
	ENSG00000283041
	ENSG00000283061
TRBV6-2	ENSG00000283063
	ENSG00000283064
	ENSG00000283117
HYMAI	ENSG00000283122
LINC02537	ENSG00000283215
	ENSG00000283230
MIR550B1	ENSG00000283237
	ENSG00000283265
MIR3914-2	ENSG00000283278
RN7SK	ENSG00000283293
MTND6P29	ENSG00000283311
	ENSG00000283321
	ENSG00000283352
MIR3662	ENSG00000283409
MIR6874	ENSG00000283419
	ENSG00000283431
PRIM2BP	ENSG00000283453
MIR550B2	ENSG00000283461
MTND4LP32	ENSG00000283481
	ENSG00000283504
MTATP6P8	ENSG00000283547
	ENSG00000283549
	ENSG00000283573
	ENSG00000283608
MIR5683	ENSG00000283616
	ENSG00000283618
MTATP6P10	ENSG00000283626
	ENSG00000283648
MIR6875	ENSG00000283821
MIR6132	ENSG00000283923
MIR6838	ENSG00000283969
	ENSG00000283991
MIR6840	ENSG00000284012
MIR4468	ENSG00000284028
MIR6834	ENSG00000284064
MIR6837	ENSG00000284067
	ENSG00000284098
MIR3654	ENSG00000284135
MIR5090	ENSG00000284176
	ENSG00000284221
MIR5004	ENSG00000284256
MIR4657	ENSG00000284261
MTCO2P10	ENSG00000284291
MIR4640	ENSG00000284370
MIR4649	ENSG00000284412
MIR4647	ENSG00000284427
MIR1236	ENSG00000284446
	ENSG00000284461
MIR6721	ENSG00000284469
	ENSG00000284474
MIR6873	ENSG00000284517
MIR4658	ENSG00000284518
	ENSG00000284523
	ENSG00000284558
	ENSG00000284572
MIR4467	ENSG00000284596
	ENSG00000284607
	ENSG00000284615
	ENSG00000284627
BTN1A1P1	ENSG00000284688
	ENSG00000284707
	ENSG00000284823
	ENSG00000284825
	ENSG00000284829
	ENSG00000284839
	ENSG00000284840
	ENSG00000284914
	ENSG00000284954
	ENSG00000284999
	ENSG00000285064
	ENSG00000285085
	ENSG00000285090
	ENSG00000285159
	ENSG00000285212
HULC	ENSG00000285219
DINOL	ENSG00000285244
	ENSG00000285278
	ENSG00000285401
SOD2-OT1	ENSG00000285427
	ENSG00000285446
	ENSG00000285492
	ENSG00000285524
LINC02838	ENSG00000285536
	ENSG00000285544
	ENSG00000285553
	ENSG00000285564
	ENSG00000285565
	ENSG00000285578
	ENSG00000285586
	ENSG00000285592
	ENSG00000285598
	ENSG00000285610
	ENSG00000285639
	ENSG00000285642
	ENSG00000285647
	ENSG00000285652
	ENSG00000285670
	ENSG00000285691
	ENSG00000285703
	ENSG00000285716
	ENSG00000285717
	ENSG00000285725
	ENSG00000285726
	ENSG00000285730
	ENSG00000285733
	ENSG00000285741
	ENSG00000285761
	ENSG00000285763
	ENSG00000285771
	ENSG00000285797
	ENSG00000285799
	ENSG00000285801
	ENSG00000285821
	ENSG00000285838
	ENSG00000285841
KCNQ5-DT	ENSG00000285844
	ENSG00000285849
	ENSG00000285858
	ENSG00000285860
	ENSG00000285887
	ENSG00000285888
	ENSG00000285889
	ENSG00000285892
	ENSG00000285904
	ENSG00000285917
	ENSG00000285926
	ENSG00000285941
	ENSG00000285960
	ENSG00000285961
	ENSG00000285963
	ENSG00000285976
	ENSG00000285991
	ENSG00000286013
LCAL1	ENSG00000286042
	ENSG00000286084
TMEM217B	ENSG00000286105
COPG2IT1	ENSG00000286214
	ENSG00000286215
	ENSG00000286278
	ENSG00000286299
	ENSG00000286301
	ENSG00000286305
	ENSG00000286313
	ENSG00000286316
	ENSG00000286324
	ENSG00000286339
	ENSG00000286340
	ENSG00000286364
	ENSG00000286376
	ENSG00000286397
	ENSG00000286404
	ENSG00000286405
	ENSG00000286407
	ENSG00000286411
	ENSG00000286417
	ENSG00000286436
	ENSG00000286438
	ENSG00000286452
	ENSG00000286458
	ENSG00000286466
	ENSG00000286478
	ENSG00000286482
	ENSG00000286498
	ENSG00000286511
H3C2	ENSG00000286522
	ENSG00000286526
	ENSG00000286533
	ENSG00000286540
	ENSG00000286550
	ENSG00000286553
	ENSG00000286562
	ENSG00000286564
	ENSG00000286565
	ENSG00000286569
	ENSG00000286573
	ENSG00000286616
	ENSG00000286631
MAP3K5-AS2	ENSG00000286646
	ENSG00000286652
	ENSG00000286658
	ENSG00000286663
	ENSG00000286672
	ENSG00000286674
	ENSG00000286680
	ENSG00000286691
	ENSG00000286703
	ENSG00000286722
	ENSG00000286723
	ENSG00000286738
	ENSG00000286742
	ENSG00000286760
	ENSG00000286805
	ENSG00000286811
	ENSG00000286819
	ENSG00000286826
	ENSG00000286830
	ENSG00000286847
	ENSG00000286855
	ENSG00000286871
	ENSG00000286874
	ENSG00000286875
	ENSG00000286885
	ENSG00000286887
	ENSG00000286908
	ENSG00000286914
SMIM40	ENSG00000286920
	ENSG00000286921
	ENSG00000286933
	ENSG00000286938
	ENSG00000286940
	ENSG00000286974
	ENSG00000286987
	ENSG00000287011
	ENSG00000287032
	ENSG00000287039
	ENSG00000287044
	ENSG00000287050
	ENSG00000287055
	ENSG00000287056
H3C3	ENSG00000287080
	ENSG00000287084
	ENSG00000287089
	ENSG00000287092
	ENSG00000287093
	ENSG00000287094
	ENSG00000287096
